year,month,day,grouse_depth,grouse_swe,grouse_density,dog_depth,dog_swe,dog_density,orchid_depth,orchid_swe,orchid_density,disappointment_depth,disappointment_swe,disappointment_density,palisade_depth,palisade_swe,palisade_density,snowline,enso_phase,enso_oni,enso_oni_main,pdo_phase,pdo_anomaly,pdo_phase_main,sca_%
2005,6,1,,,,0,0,,,,,,,,,,,1200,neutral,0.11,positive,positive,0.85,negative,
2005,6,15,,,,0,0,,15,84,56,0,0,,,,,1300,neutral,-0.02,positive,positive,0.11,negative,
2006,1,1,59,266,45.08,55,198,36,,,,,,,,,,,positive,-0.85,positive,positive,0.54,negative,
2006,2,1,263,958,36.43,258,959,37.17,442,1534,34.71,379,1440,37.99,,,,,positive,-0.77,positive,positive,0.38,negative,
2006,3,1,269,1130,42.01,266,1231,46.28,367,1572,42.83,341,1352,39.65,278,1290,46.4,,positive,-0.57,positive,negative,-0.74,negative,
2006,4,1,357,1576,44.15,320,1516,47.38,532,2104,39.55,462,1998,43.25,399,1701,42.63,500,neutral,-0.37,positive,negative,-0.54,negative,
2006,5,1,320,1590,49.69,293,1486,50.72,447,2247,50.27,396,2044,51.62,328,1671,50.95,600,neutral,-0.14,positive,negative,-0.37,negative,
2006,5,15,,,,244,1244,50.98,398,1995,50.13,334,1792,53.65,,,,700,neutral,-0.1,positive,positive,0.02,negative,
2006,6,1,,,,132,762,57.73,250,1362,54.48,212,1246,58.77,,,,900,neutral,-0.03,positive,positive,0.21,negative,
2006,6,15,,,,65,383,58.92,173,100.3,5.8,137,404,29.49,,,,,neutral,0.1,positive,positive,0.39,negative,
2007,1,1,205,750,36.59,198,718,36.26,367,1360,37.06,307,1196,38.96,,,,,positive,0.66,neutral,negative,-0.69,negative,
2007,2,1,311,1322,42.51,291,1204,41.37,443,1855,41.87,396,1580,39.9,,,,,neutral,0.22,neutral,negative,-0.71,negative,
2007,3,1,424,1472,34.72,374,956,25.56,557,1848,33.18,491,1412,28.76,459,1930,42.05,,neutral,-0.12,neutral,negative,-1.1,negative,
2007,4,1,389,1676,43.08,333,1608,48.29,493,2245,45.54,458,1886,41.18,394,1810,45.94,500,neutral,-0.32,neutral,negative,-0.46,negative,
2007,5,1,365,1906,52.22,313,1655,52.88,485,2461,50.74,433,2270,52.42,358,1910,53.35,700,neutral,-0.38,neutral,negative,-0.29,negative,
2007,5,15,,,,270,1499,55.52,461,2587,56.12,378,2118,56.03,,,,800,neutral,-0.41,neutral,negative,-0.14,negative,
2007,6,1,,,,218,1169,53.62,411,2247,54.67,322,1792,55.65,,,,900,neutral,-0.47,neutral,negative,-0.07,negative,
2007,6,15,,,,139,828,59.57,312,1874,60.06,237,1360,57.38,,,,1000,negative,-0.56,neutral,positive,0.43,negative,
2008,1,1,252,740,29.37,228,687,30.13,308,950,30.84,273,780,28.57,,,,,negative,-1.64,negative,negative,-1.5,negative,
2008,2,1,342,1160,33.92,327,1227,37.52,409,1500,36.67,,,,,,,,negative,-1.52,negative,negative,-1.46,negative,
2008,3,1,367,1542,42.02,337,1412,41.9,429,1780,41.49,421,1732,41.14,392,1613,41.15,,negative,-1.29,negative,negative,-1.26,negative,
2008,4,1,417,1730,41.49,392,1565,39.92,504,1912,37.94,487,1898,38.97,470,2020,42.98,500,negative,-1.01,negative,negative,-1.79,negative,
2008,5,1,411,1938,47.15,365,1785,48.9,448,2183,48.73,453,2188,48.3,390,2015,51.67,500,negative,-0.84,negative,negative,-1.62,negative,
2008,5,15,,,,326,1655,50.77,420,2004,47.71,395,2036,51.54,,,,600,negative,-0.71,negative,negative,-1.71,negative,
2008,6,1,,,,211,1191,56.45,,1670,,,,,,,,800,negative,-0.61,negative,negative,-1.85,negative,
2008,6,15,,,,174,984,56.55,252,1331,52.82,249,1398,56.14,,,,,neutral,-0.41,negative,negative,-1.96,negative,
2009,1,1,168,485,28.87,164,480,29.27,,,,,,,,,,,negative,-0.85,negative,negative,-1.81,negative,
2009,2,1,225,726,32.27,184,717,38.97,193,675,34.97,175,632,36.11,,,,,negative,-0.79,negative,negative,-1.78,negative,
2009,3,1,246,968,39.35,223,843,37.8,264,869,32.92,245,812,33.14,224,791,35.31,,negative,-0.61,negative,negative,-2.06,negative,
2009,4,1,374,1412,37.75,346,1295,37.43,366,1279,34.95,,,,315,1266,40.19,600,neutral,-0.33,negative,negative,-2.23,negative,
2009,5,1,276,1310,47.46,267,1225,45.88,322,1526,47.39,299,1328,44.41,258,1204,46.67,700,neutral,0.01,negative,negative,-1.32,negative,
2009,5,15,,,,220,1225,55.68,,,,,,,,,,800,neutral,0.13,negative,negative,-1.15,negative,
2009,6,1,,,,124,631,50.89,196,1017,51.89,137,656,47.88,,,,1000,neutral,0.28,negative,negative,-0.73,negative,
2009,6,15,,,,30,172,57.33,,,,21,100,47.62,,,,1200,neutral,0.4,negative,negative,-0.71,negative,
2010,1,1,129,536,41.55,117,548,46.84,232,925,39.87,192,760,39.58,,,,,positive,1.5,positive,positive,0.05,negative,
2010,2,1,138,564,40.87,106,506,47.74,298,1160,38.93,208,892,42.88,,,,,positive,1.22,positive,positive,0.25,negative,
2010,3,1,147,590,40.14,125,538,43.04,325,1399,43.05,238,1030,43.28,148,736,49.73,,positive,0.84,positive,negative,-0.16,negative,
2010,4,1,213,908,42.63,175,758,43.31,335,1399,41.76,,,,195,975,50,500,neutral,0.35,positive,negative,-0.04,negative,
2010,5,1,234,1040,44.44,205,981,47.85,436,1913,43.88,363,1600,44.08,238,1160,48.74,600,neutral,-0.17,positive,negative,-0.18,negative,
2010,5,15,,,,155,786,50.71,350,1726,49.31,279,1360,48.75,,,,700,negative,-0.51,positive,negative,-0.45,negative,
2010,6,1,,,,101,503,49.8,338,1712,50.65,243,1213,49.92,,,,900,negative,-0.66,positive,negative,-0.79,negative,
2010,6,15,,,,59,310,52.54,281,1528,54.38,201,1044,51.94,,,,1100,negative,-0.95,positive,negative,-1.99,negative,
2011,1,1,180,688,38.22,160,515,32.19,254,889,35,248,867,34.96,,,,,negative,-1.42,negative,negative,-1.8,negative,
2011,2,1,206,870,42.23,182,754,41.43,303,1246,41.12,243,1034,42.55,,,,,negative,-1.19,negative,negative,-1.46,negative,
2011,3,1,284,1122,39.51,288,1168,40.56,459,1727,37.63,462,1714,37.1,330,1275,38.64,,negative,-0.93,negative,negative,-1.28,negative,
2011,4,1,394,1638,41.57,393,1559,39.67,649,2650,40.83,560,2280,40.71,508,1987,39.11,300,negative,-0.73,negative,negative,-1.02,negative,
2011,5,1,442,1992,45.07,389,1795,46.14,596,2980,50,528,2660,50.38,470,2252,47.91,500,negative,-0.55,negative,negative,-0.66,negative,
2011,5,15,,,,347,1785,51.44,550,2742,49.85,482,2560,53.11,,,,500,negative,-0.5,negative,negative,-0.91,negative,
2011,6,1,,,,307,1575,51.3,495,2592,52.36,437,2300,52.63,,,,600,neutral,-0.44,negative,negative,-1.08,negative,
2011,6,15,,,,236,1296,54.92,387,2161,55.84,342,1880,54.97,,,,800,neutral,-0.48,negative,negative,-2.3,negative,
2012,1,1,106,366,34.53,106,366,34.53,198,682,34.44,151,515,34.11,,,,,negative,-0.86,negative,negative,-1.85,negative,
2012,2,1,238,764,32.1,214,696,32.52,379,1341,35.38,344,1224,35.58,,,,,negative,-0.72,negative,negative,-1.35,negative,
2012,3,1,322,1152,35.78,278,937,33.71,426,1335,31.34,399,1430,35.84,331,1120,33.84,,negative,-0.59,negative,negative,-1.66,negative,
2012,4,1,388,1592,41.03,356,1525,42.84,561,2495,44.47,478,2230,46.65,414,1857,44.86,500,neutral,-0.47,negative,negative,-1.01,negative,
2012,5,1,334,1602,47.96,302,1361,45.07,474,2450,51.69,415,2160,52.05,336,1920,57.14,600,neutral,-0.26,negative,negative,-2.12,negative,
2012,5,15,,,,270,1358,50.3,446,2280,51.12,396,2010,50.76,,,,700,neutral,-0.12,negative,negative,-1.89,negative,
2012,6,1,,,,188,1035,55.05,348,1862,53.51,305,1650,54.1,,,,800,neutral,-0.01,negative,negative,-1.63,negative,
2012,6,15,,,,102,602,59.02,,,,,,,,,,900,neutral,0.2,negative,negative,-2.4,negative,
2013,1,1,253,804,31.78,252,787,31.23,294,822,27.96,261,816,31.26,,,,,neutral,-0.43,neutral,negative,-1.1,negative,
2013,2,1,283,1142,40.35,265,1071,40.42,318,1289,40.53,,,,,,,,neutral,-0.43,neutral,negative,-1.42,negative,
2013,3,1,357,1640,45.94,333,1440,43.24,413,1770,42.86,,,,349,1455,41.69,,neutral,-0.34,neutral,negative,-1.48,negative,
2013,4,1,337,1650,48.96,322,1540,47.83,417,1953,46.83,387,1856,47.96,342,1610,47.08,700,neutral,-0.3,neutral,negative,-0.72,negative,
2013,5,1,309,1650,53.4,271,1525,56.27,369,1995,54.07,328,1660,50.61,267,1480,55.43,800,neutral,-0.36,neutral,negative,-0.4,negative,
2013,5,15,,,,189,1175,62.17,,,,,,,,,,900,neutral,-0.41,neutral,negative,-0.87,negative,
2013,6,1,,,,146,895,61.3,219,1330,60.73,182,1050,57.69,,,,1000,neutral,-0.41,neutral,negative,-1.19,negative,
2013,6,15,,,,96,519,54.06,148,878,59.32,115,648,56.35,,,,1100,neutral,-0.4,neutral,negative,-1.34,negative,
2014,1,1,34,140,41.18,32,134,41.88,75,224,29.87,65,192,29.54,,,,900,neutral,-0.42,neutral,negative,-0.57,negative,
2014,2,1,62,248,40,62,276,44.52,120,472,39.33,101,424,41.98,,,,900,neutral,-0.46,neutral,negative,-0.42,negative,
2014,3,1,185,560,30.27,177,564,31.86,292,726,24.86,280,840,30,202,630,31.19,800,neutral,-0.27,neutral,positive,0.3,negative,
2014,4,1,199,826,41.51,175,720,41.14,347,1341,38.65,300,1200,40,178,820,46.07,800,neutral,0.04,neutral,positive,0.36,negative,
2014,5,1,181,804,44.42,157,714,45.48,325,1546,47.57,282,1288,45.67,143,700,48.95,800,neutral,0.21,neutral,positive,1.27,negative,
2014,5,15,,,,104,489,47.02,248,1201,48.43,192,1036,53.96,,,,1000,neutral,0.16,neutral,positive,0.75,negative,
2014,6,1,,,,42,211,50.24,158,819,51.84,140,708,50.57,,,,1100,neutral,0.16,neutral,negative,-0.28,negative,
2014,6,15,,,,0,0,,,,,,,,,,,1200,neutral,0.05,neutral,positive,0.25,negative,
2015,1,1,37,96,25.95,31,78,25.16,67,180,26.87,43,112,26.05,,,,1100,positive,0.55,positive,positive,1.5,negative,
2015,2,1,22,90,40.91,18,77,42.78,72,273,37.92,44,164,37.27,,,,1100,positive,0.47,positive,positive,1.52,negative,
2015,3,1,0,0,,0,0,,42,190,45.24,0,0,,0,0,,1200,positive,0.53,positive,positive,1.33,negative,
2015,4,1,0,0,,0,0,,27,90,33.33,0,0,,0,0,,1200,positive,0.7,positive,positive,0.89,negative,
2015,5,1,0,0,,0,0,,25,100,40,0,0,,0,0,,1200,positive,0.93,positive,positive,0.32,negative,
2015,5,15,,,,0,0,,0,0,,0,0,,,,,1300,positive,1.07,positive,positive,0.62,negative,
2015,6,1,,,,0,0,,0,0,,0,0,,,,,1400,positive,1.18,positive,positive,0.81,negative,
2015,6,15,,,,0,0,,0,0,,0,0,,,,,1500,positive,1.45,positive,positive,1.4,negative,
2016,1,1,213,596,27.98,196,586,29.9,269,832,30.93,216,652,30.19,,,,800,positive,2.48,positive,positive,0.74,negative,
2016,2,1,147,648,44.08,124,598,48.23,260,1000,38.46,213,794,37.28,,,,900,positive,2.14,positive,positive,1.29,negative,
2016,3,1,205,920,44.88,174,792,45.52,297,1104,37.17,245,932,38.04,,,,1000,positive,1.58,positive,positive,1.55,negative,
2016,4,1,238,1150,48.32,200,1008,50.4,312,1402,44.94,303,1300,42.9,224,1106,49.38,900,positive,0.94,positive,positive,1.73,negative,
2016,5,1,142,752,52.96,127,662,52.13,281,1453,51.71,226,1190,52.65,124,670,54.03,1000,neutral,0.39,positive,positive,1.6,negative,
2016,5,15,,,,49,284,57.96,201,1131,56.27,138,704,51.01,,,,1100,neutral,0.13,positive,positive,1.21,negative,
2016,6,1,,,,10,55,55,134,756,56.42,62,320,51.61,,,,1200,neutral,-0.07,positive,positive,0.85,negative,
2016,6,15,,,,0,0,,53,300,56.6,0,0,,,,,1300,neutral,-0.3,positive,positive,0.56,negative,
2017,1,1,224,732,32.68,239,754,31.55,251,808,32.19,232,732,31.55,,,,400,neutral,-0.34,neutral,negative,-0.05,negative,
2017,2,1,229,988,43.14,195,842,43.18,249,998,40.08,216,863,39.95,,,,500,neutral,-0.16,neutral,negative,-0.01,negative,
2017,3,1,252,1036,41.11,239,1029,43.05,289,1142,39.52,261,1104,42.3,221,952,43.08,400,neutral,0.05,neutral,positive,0.1,negative,
2017,4,1,401,1694,42.24,347,1496,43.11,512,1970,38.48,436,1788,41.01,371,1620,43.67,400,neutral,0.2,neutral,positive,0.56,negative,
2017,5,1,379,1730,45.65,346,1762,50.92,474,2423,51.12,392,1925,49.11,321,1648,51.34,800,neutral,0.3,neutral,positive,0.45,negative,
2017,5,15,,,,304,1700,55.92,430,2330,54.19,343,1870,54.52,,,,800,neutral,0.31,neutral,positive,0.4,negative,
2017,6,1,,,,239,1331,55.69,350,2010,57.43,280,1610,57.5,,,,1000,neutral,0.31,neutral,positive,0.35,negative,
2017,6,15,,,,178,1032,57.98,271,1572,58.01,205,1197,58.39,,,,1100,neutral,0.1,neutral,negative,-0.43,negative,
2018,1,1,145,566,39.03,155,520,33.55,234,829,35.43,203,764,37.64,,,,300,negative,-0.92,negative,positive,0.4,negative,
2018,2,1,305,1224,40.13,259,1033,39.88,384,1495,38.93,307,1215,39.58,,,,600,negative,-0.85,negative,negative,-0.07,negative,
2018,3,1,373,1425,38.2,322,1250,38.82,430,1805,41.98,383,1565,40.86,340,1485,43.68,200,negative,-0.7,negative,negative,-0.71,negative,
2018,4,1,400,1750,43.75,346,1470,42.49,485,2134,44,395,1738,44,371,1720,46.36,400,negative,-0.5,negative,negative,-0.81,negative,
2018,5,1,341,1730,50.73,290,1514,52.21,416,2240,53.85,335,1675,50,273,1524,55.82,800,neutral,-0.22,negative,negative,-0.45,negative,
2018,5,15,,,,210,1221,58.14,315,1780,56.51,266,1520,57.14,,,,900,neutral,-0.11,negative,negative,-0.5,negative,
2018,6,1,,,,130,744,57.23,219,1254,57.26,178,1017,57.13,,,,1000,neutral,-0.01,negative,negative,-0.65,negative,
2018,6,15,,,,48,285,59.38,153,890,58.17,111,635,57.21,,,,1200,neutral,0.05,negative,negative,-0.01,negative,
2019,1,1,153,475,31.05,144,414,28.75,225,660,29.33,193,595,30.83,,,,500,positive,0.75,positive,negative,-0.34,negative,
2019,2,1,173,668,38.61,154,578,37.53,286,1054,36.85,228,934,40.96,,,,800,positive,0.72,positive,negative,-0.72,negative,
2019,3,1,248,840,33.87,209,672,32.15,338,1364,40.36,281,1056,37.58,231,910,39.39,200,positive,0.71,positive,negative,-0.34,negative,20
2019,4,1,217,960,44.24,182,890,48.9,299,1420,47.49,247,1180,47.77,175,808,46.17,1000,positive,0.66,positive,positive,0.1,negative,
2019,5,1,183,858,46.89,153,702,45.88,266,1350,50.75,208,936,45,105,632,60.19,1000,positive,0.54,positive,positive,0.27,negative,
2019,5,15,,,,97,471,48.56,204,1030,50.49,146,732,50.14,,,,1100,positive,0.5,positive,positive,0.11,negative,
2019,6,1,,,,26,143,55,85,452,53.18,46,300,65.22,,,,1200,neutral,0.45,positive,negative,-0.05,negative,
2019,6,15,,,,0,0,,30,175,58.33,0,0,,,,,1300,neutral,0.25,positive,positive,0.55,negative,
2020,1,1,102,314,30.78,80,208,26,142,440,30.99,110,340,30.91,,,,900,neutral,0.5,neutral,negative,-1.41,negative,
2020,2,1,218,928,42.57,192,803,41.82,272,1087,39.96,223,892,40,,,,400,neutral,0.48,neutral,negative,-1.48,negative,46
2020,3,1,280,1078,38.5,251,980,39.04,355,1320,37.18,324,1192,36.79,253,962,38.02,700,neutral,0.4,neutral,negative,-1.75,negative,33
2020,4,1,318,1295,40.72,305,1240,40.66,440,1830,41.59,375,1560,41.6,292,1200,41.1,800,neutral,0.19,neutral,negative,-1.32,negative,25
2020,5,1,254,1240,48.82,242,1185,48.97,332,1630,49.1,270,1325,49.07,195,965,49.49,900,neutral,-0.08,neutral,negative,-0.52,negative,
2020,5,15,,,,163,850,52.15,268,1430,53.36,208,1100,52.88,,,,1000,neutral,-0.25,neutral,negative,-0.61,negative,
2020,6,1,,,,95,535,56.32,190,1030,54.21,122,665,54.51,,,,1100,neutral,-0.3,neutral,negative,-0.76,negative,
2020,6,15,,,,37,218,58.92,128,715,55.86,72,385,53.47,,,,1200,neutral,-0.4,neutral,negative,-0.91,negative,
2021,1,1,201,685,34.08,183,650,35.52,246,790,32.11,218,755,34.63,,,,700,negative,-1.05,negative,negative,-0.61,negative,35
2021,2,1,292,1140,39.04,270,1030,38.15,390,1420,36.41,357,1315,36.83,,,,700,negative,-0.93,negative,negative,-1.1,negative,58
2021,3,1,329,1230,37.39,322,1220,37.89,412,1576,38.25,390,1550,39.74,329,1392,42.31,600,negative,-0.84,negative,negative,-1.68,negative,44
2021,4,1,373,1585,42.49,366,1575,43.03,493,2020,40.97,443,1790,40.41,358,1525,42.6,700,negative,-0.66,negative,negative,-1.85,negative,30
2021,5,1,320,1500,46.88,282,1290,45.74,412,2015,48.91,378,1870,49.47,292,1415,48.46,800,neutral,-0.48,negative,negative,-2.01,negative,24
2021,5,15,,,,254,1265,49.8,361,1806,50.03,313,1565,50,,,,900,neutral,-0.38,negative,negative,-1.95,negative,21
2021,6,1,,,,196,955,48.72,269,1380,51.3,241,1232,51.12,,,,1000,neutral,-0.4,negative,negative,-1.81,negative,17
2021,6,15,,,,95,515,54.21,176,952,54.09,149,810,54.36,,,,1100,neutral,-0.4,negative,negative,-1.94,negative,16
2022,1,1,218,730,33.49,206,700,33.98,268,930,34.7,242,820,33.88,,,,200,negative,-0.97,negative,negative,-2.4,negative,63
2022,2,1,208,850,40.87,179,784,43.8,302,1245,41.23,277,1215,43.86,214,1030,48.13,400,negative,-0.94,negative,negative,-1.91,negative,51
2022,3,1,235,1050,44.68,208,965,46.39,372,1453,39.06,328,1190,36.28,238,1090,45.8,600,negative,-1,negative,negative,-1.67,negative,40
2022,4,1,293,1380,47.1,268,1225,45.71,368,1600,43.48,338,1645,48.67,259,1185,45.75,700,negative,-1.07,negative,negative,-2.09,negative,32
2022,5,1,338,1590,47.04,276,1320,47.83,440,2120,48.18,394,1945,49.37,306,1530,50,800,negative,-1,negative,negative,-2.24,negative,30
2022,5,15,,,,276,1415,51.27,462,2245,48.59,385,1990,51.69,,,,900,negative,-0.91,negative,negative,-1.89,negative,27
2022,6,1,,,,215,1195,55.58,381,1970,51.71,320,1695,52.97,,,,900,negative,-0.86,negative,negative,-1.34,negative,25
2022,6,15,,,,126,708,56.19,286,1570,54.9,226,1248,55.22,,,,1000,negative,-0.82,negative,negative,-2.45,negative,22
2023,1,1,102,344,33.73,100,342,34.2,182,572,31.43,128,435,33.98,,,,600,negative,-0.7,negative,negative,-1.26,negative,48
2023,2,1,172,634,36.86,153,565,36.93,225,756,33.6,172,610,35.47,125,554,44.32,800,neutral,-0.4,neutral,negative,-1.67,negative,38
2023,3,1,294,946,32.2,279,920,33,372,1183,31.8,296,975,32.9,282,1024,36.3,200,neutral,-0.1,neutral,negative,-2.45,negative,50
2023,4,1,275,1105,40.2,259,1036,40,341,1425,41.8,273,1141,41.8,255,1096,43.2,600,neutral,0.1,neutral,negative,-3.05,negative,30
2023,5,1,320,1415,44.2,273,1265,46.3,366,1716,46.9,314,1457,46.4,284,1280,45.1,800,,,,,-2.36,negative,29
2023,5,15,,,,180,960,53.3,265,1380,52.1,216,1145,53,,,,1000,,,,,,,18
2023,6,1,,,,100,516,51.6,145,768,53,106,570,53.8,,,,1100,,,,,,,14
2023,6,15,,,,25,138,55.2,68,372,54.9,16,88,55,,,,1200,,,,,,,7
2024,1,1,24.6,120,48.8,19.7,92,46.7,66.5,250,37.7,39,165,43.1,,,,1100,,,,,,,
